"linenumber","sentiment","tweet_text"
1599,25," kuma adauki matakin hukuntashi.
Nigeria ma ta gargadi America kan zaben November
MashaAllah
: Ta nemi afuwa ga Allah yafi mata afuwan social media.
Masha Allah haka ake Ubangiji yakeson bawansa inyayi kuskure yagane yaimaxa yagyra
Malan zaruku na makarantar ma ahadu ilimi ta jahar sokoto bayada dadin mu amala kokadan
Allah ya mana afuwa bakidaya
Allah ya shirya
Alhamdulillah aiki yayi kyau
Kwarya tabi kwarya babu ruwan mu
Tayi kokari gaya mata akai ne???
Ko taborruki yaje nema ne??
gaskiya yayi kyau
Yayi dai-dai
Gaskiya najeriya sai dai Allah yakyauta amma ace bamuda yancin kanmu haryanzu muna mulkin malaka bamu da
Alhamdu lillahi rabbil alamin. Ubangiji Allah ya yafe miki muka ya bamu ikon bin Gaskiya Saboda ba kowa y
Ta nema ga ubangijin ta baa garemu ba
Talaka bashi da abin cewa anan
: Ya je Gidan Ilimin Hadeeth kenan
Ya je Gidan Ilimin Hadeeth kenan
Allah yasa da gaskene"
1600,-2," kar ayi masu irin yadda akaiwa malaman jamia
Wlhi ina mntawa shine sarkin Kano
Ai yafi Gwara kiyi nadama
Nidai banyi afuwa ba Sai baba yaganni
Bana son arya"
1601,2," da naira talatin zakaci kasha a Kano.
Toh Allah yasa mudace Ina fatan Allah yasa nadamar datayi har cikin zuciyarta
Allah y kawo mana dauki
Allah ya yafe mana gabaki daya
Kuma wannan na iya garin Kano kawai sukace jihohi nawa mukeda a Nigeria gaskiya labarin yamafi haka
Allah yakawo sawki
Allah yakyauta
Hmmm"
1603,10,"y ba wainda suka rasa ikon samu kuma
Ta kanku xa'a fara ai
Dama Chan haka muka dauketa
Allah kasa mudace
Hmm Adinga aiki da abi nda Qur'an yace dai"
1604,15,"ba kara2 ba kawai.
To gsky abin kunyane akasata wai in za'ai zabe sai wata kasa tasa Baki sannan za'ai adalci aciki
A fara daukar wanda suka gama makarantun malanta aiki sannan sai a cigaba da daukar wanda suka gama kai t
Wannan ya nuna bamu da yanci a Nijeriya
UHmmmmm America kenan ! Ki ji da xabenki da ke tafe ba babatu da baraxana ba.
Balbela take da farinta
Hakan yafi mata kan "
1606,5," gani yakori ji
Wannan zai nuna maka har yanzu bamu da 'yanci"
1607,1," we're still dependent!
Masha Allahu abin alfahari
Allah gafurun Rahim ne"
1608,-2," Allah ya yafemana Baki daya.
Muma Yan Nigeria Muna jawa America kunne gameda zaben kasar
Sbd motar kowace
Bunkasa iyalanka dai kawai
Hmm sai akai yaya
Kuma shi yawale bai yi wani abun dai zai taimaki arewan ba in aka Raba ta ba"
1609,-5," Bayan kowa ya san meye mats
Daga baya kinan
Hhhhhhh Tab wai kura kece ma kare Maye"
1610,-2," mara galihune za'a yankewa hannu amma shafaffu da mai sai San barka
Da Buhari zai bani contract in kamo Donald Trump. A kankanin kudi Kuma cikin kankanin lokaci mana hmm.
Ina ruwan kunu ah gidan biki
Laifin shuwagaban nin mune
American banza da wofi"
1611,-1," shasha shu kawai
Talakawa ne sukayita cece-kuce koh? Allah sarki Talaka shide aikinsa kenan koda yaushe
Hahhh"
1612,-7," toh gargadin me
That's stupidity.. Mene matsalar America da sabgar Nigeria..??
Berbela na da farinta
Tanemi afuwa da gafara awurin allah yafi allah yasa mudace
A baki ko
Ai basu isa sake mana wannan karan tsaye ba yanzu dan an shamu mun warke a EDO
Da shishigi naka zaka jawowa kanka
Muma muna gargadinta Akan Zaben su mai zuwa
Ina ruwan Amurka da zae Nigeriya. Ba'a mulkin mallaka muke ba"
1613,12," bama son shi-shigi
Da kyau
Gaskiya bazan manta da Malamina n Makarantar Allo Malam Attahir Allah yasakamar d Aljannar Fiddaausi
Hmmm kamar gaske makaryata kawai
Allah yaqara siryawa
: Ta nemi afuwa ga Allah yafi mata afuwan social media.
Allah yasa al kairi
Ma Sha Allah
Hmm tap
A matsayinsu nawa a nigeria ?
Da kyau
Hhhgmg Allah shirya Mana Police na Nigeria kawaii. Amma gaskiya suna zaluntan talaka Kam
Uban amerikar
Yan iska sun maida shugabannin bayi sai tsotsar jinin mu ake tayi
BBC KUDAINA KAWO MANA IRIN WANNAN LABARAN DAN ALLAH! INBANDA ABUN SHASHASHA KAIMA KAYI TAKANKA MANA INA RUWAN KADAMU
Gsky har yanzu bamu da yanci wai ace wata kasa ce za take bamu umarni"
1614,0," Allah dai ya kyauta ina ruwan amurka da zaben Nigeria
Wai ita wannan America din nawa suka biyomu bashi ne
Ana takai ne ko ana takaya"
1615,-1," kaji danaka zaben November kafun kayi ta Nigeria
Suma suji da kansu.
Yan nigeria kun gama bikin samun yan cikan kan ko da saura?
Amuruka yakamata kicire bakinki daga Nigeria domin babu. ruwanki da kasarmu
Yakamata buhari ya hausaman gininan sai ya...........
Masha Allah
Maa sha'a Allah. Allahu Akbar!
Daga baya knan
BABA hausa"
1617,31,"kwarraren malamin hausa Allah s.w.a ya masa rahama.
Idan kashiga kaje Sai kabiya
Ta nemu afuwa gun ubangijinta shine kawai
Nina
gaskiya wanna maganar banza ce ai da an. Fara yanke muku hana naye wlh kun fi kowa cancan ta a yanke muku hannu.
Da sun Kira sun bude akwatin don muga gawar ko zamu ganeshi.
Balbela take da haske
Aameen
Masha Allah
Shiga ba biya. Fita ba dadi.
Hakan yayi daidai
Hmmm itama tasan kayan da tasaka basu dace ba!
Toh saboda duk wanda zain shigeta toh mai laifine"
1618,24," kuma ana tinanin mai laifi ne
Tunkafin buhari yan nigeria suna cikin jogol sai addua
Balbela ta keda farinta
Tofa wato ansa Arabic kenan
Ciyafi kowa sani zai baku lbr ai
Masha Allah
Allah Yasa Alqur'an ya CeCe mu
Masha allah
Makarriyacin banza ma yaudari mugu baka da aiki sai munafirci
Allah yabada saaa
Masha allah muna goyan baya allah ya taimake ka akan haka
Ma azu Doka TOFA local governments dake aiki a Rimin GADO L.G.A S S S Akalawa
Mun gaji da gafara sa
Aikuwa da Nigeria kowa zai zama mai hannu daya wllh
Eh mn
Allah ya tabbatar allah ya taimakeka wajen sauke nauyin alumma dake kanka
Ai dama shirmene corona
Balbela take Fara
Hm lallai duniya wai naira Marley ma mene tuka wllh iskaci yayi yawa allah yakawo sauki
Jafar Mamoudou Adam
To ai hakan yafi
Allah yajikan shi da Rahama
BUBUWA MASU MAHIMMAN CI DAYA KAMATA KUSANI GAME DA GB WHATSAPP + PROhttps://c
Dama tun cen babu su sunga amfaninta tunda kudi sun zagaya a hannunsu
Mundade munaji ana gafara sa amma haryanxu bamuga qahoba
Allah yajikansa da rahama amin
Allah yajikansa
Allah ya tabbatar da al'amarin kuma yaje hannun masu bukata.
Ina laifin "
1619,0,"000 muna da yawa fa
A duk adadin mu ace "
1620,6,"000 ne to iya LGA daya ma ya Musu kadan ko unguwarmu ma aka ce za'a bawa mun mata yawa.
Allah ya tabbatar da al amarin
Allah yasa sucika alkawarin Kuma yaje hannun masu bukata.
Mu kuma sai aka hanamu cikawa
Shine labari mi dadi ina mai laifin "
1621,-1,"000
Allah yasa
ashe kaima kasan dai dai
Hakan da yace shine dattaku
Allah ya kawo zaman lafiya me dorewa a tsakanin su
Allah yakaimu zamu kasance masu bibiyar ku ka'in da na'in
Yo Jonathan kayi hakuri da wannan dinma don wani haryakoma ga allah baxai samu yayi wanda kayin bama
To sukiyayewa dai don ita masifa bata kadan
Allah sa yashiga hannun mabukata allahumma ameen
Ai haka shine dedai sabida bai kamata kai dai kaci todu"
1623,15,"dan nigeriya
Zasuyi wallahi ay. Yanxu inkanada kudi ajiyayyu wallahi gwanda kayi noma
Allahumma agfirhu warhamhu warhamna ba'adahu
Tsakanimu dashi sai tsiniwa har abada
Allah yajikan musulmi.. Allah ya kyauta namu zuwan....
Allah ya jikan shi da rahama
Allah yakiyaye
Banga laifinka ba Dan lamido ruwan daya dakeka shine ruwa
Kwarai kuwa Addua anayiwa mutumin dayake neman afuwa Amma ba mutuminda yayima lefi Amma kullum gani y
Allah ya kyauta
Allah ya jikansa ya gafarta masa.
Allah ya gafartamasa
Allah Ta'ala ya Gafarta mishi da Rahama
ALLAH Yajikansa.
Mmuma allah kamana dalili musamu aiki a ecowas
Lalai fasto kana ruwa
Allah yajikansa da rahama amen.
Allah ya jikanshi da rahama
Tashin hankali
Hmm to meye amfanin badi ba Rai? Duk shekara yana gabatar da daftarin kasafi fiye da yadda ya gabatar
To kace akwai sauran rosau kenan?
Tab tusa ta karewa bodari
Allah taci gaba da tona musu asiri
Allah ya jikan shi
Tunda zakin kano ya rasu Allah sarki kafin ya mutu dama seda ya fada cewar sarautar sa ce zata yi kamada t d
Tabb kace sarauta ta lalace a najeriya
Yayi kyau yakamata a stenza
BUBUWA MASU MAHIMMAN CI DAYA KAMATA KUSANI GAME DA GB WHATSAPP + PROhttps://c
To Allah ya kyauta"
1624,-2," kaji da yawa.
To ai dama tunda Sanusi na biyu ya labe a Kaduna"
1625,-3," ai kowa yasan hakan sai ta faru.
Wanna ai ba kura bache Karen dawa ne(wolf)
alibin Ganduje
Duk abunda yakeso yayi ai lokaci ne Wunima zaizo yace ya soke su
Masha ALLAH ALLAH yas hakan yazama alkairi ga yan Jahar kaduna da kasa Baki daya
Hakan yayi kyau ai
Sun cancanci NOBEL price
Tsuntsu
Wane mutum wargima wuri gare
Da fata Alheri RFI Hausa.
To bamusan dalilinkuba amma kuyi hakuri kuduba lamarin da kyau allah kyauta
Ato mukam kowace kasa komi nata atsare amma mu munsaki jiki kowa yashigo yayi abunda yakeso yatafi allah jaramana
Mugode allah bamu saa allah kyauta
Hattara gayu akiyaye kura bakyau tonda takuskureni nasamu nasha daker
Masha Allah
Allah yaba mairabo sa'a
To aiye sai"
1626,-1,"ayi niya anemuso sabida karsuyima mutane ila
Wannan ai Kyarkeci ne ba kuraye bane
Albashirin ku"
1627,-1," sun zama masu mulikin Najeriya
Kun sake ji anyi
Allah dai yakawo mafita Saboda basune kadaiba suke takurawa mutane
hhh nigeria qasata a lokacin jonathan kasafin nigeria bai wuce tr"
1628,3," kuma mun fi dadi a lokacin kawai dai bu
Akeyi a fada rijiya.
To kema kiji"
1629,-8," kin dai ga yadda al'umma suke cikin wahala"
1630,0," hanyar da zasu bi su je
Wlh bbu wani raini sai gaskia... Buhari.. ya fadi dama ance gaskia daci ne da ita
Gaskiyane
Wace Adamawa Allah Na BBC Hausa Lafiyanku Kuwa
Wanda aka sani va kenan
ai na kenan
Xaku hukuntashi ne??
Hmmmmm raini soaima bashida da"
1631,0," a inda ace bayerabene yake mulki shuru zaiyi da bakinsa munafukai.
Yes kuma idan baibi a hankaliba zaman najeriya sai ta gagare shi
Anyafe maki
NA TABBATAR DA WANI NASANI YAKE KAN WANNAN KUJERAR BAZAI MAI HAKA BA...
Ba wani raini"
1632,-2," ra'ayin sa ya fada"
1633,0," idan mutum baida damar fadar ra'ayinsa a siyasance to ba siyasar ake b
Tambaya kukeyi ko neman sani
Ba batun Raini"
1634,12,"Wizkid gaskiya ya fada
A'a yayi abunda yakamata kuwane Dan Nigeria yaye idan yanada haryasan za'ji maganarshe
Tabbas
Kar ka bari wanda ya yarda da kai ya dawo daga rakiyar ka"
1635,-1," dan so daya ake amincewa da mutum!
Hakane"
1637,1," wlh ga Yar makocina da akayiwa kyade Yar shekaru uku"
1638,-1," Amma Wand
Wannan haka yake
Tsale daya ake a tsallake rami har yanzu baku fara saka masu wuya ba
Gaskiya ya fada star boy
Maganar gaskiya"
1639,-1," akwai raini"
1640,0," ya kirashi da tsoho"
1641,-1," misali idan yace kai baba ne"
1642,-1," kowa yasan buhari tsoho
Raini ne"
1643,-1," bai isa ya fara yiwa obasonjo haka ba
Bana da Tambaya agaresa"
1644,5,"Ammah ina Masa Fatan Alheri da Nasara"
1645,6,"
Innalillahi WA Inna Ilaihir rajiuun! Ya Allah Ka daidaita mu a Kan sunnar ka
Masha Allah
masha-Allah
Ana nufin duk Wanda Allah ya nufa da daukaka duk rintsi sai ya samu wan nan daukakar
Wanna gasikiya ni
Zakaran da Allah ya nufa da cara ko ana muzuru ana shaho sai yayi
EndNorthBanditry
Club in da suke Laliga ai basu iya sallamar yan wasaba. Haka Madrid tayiwa Gareth Bale ga Suarez ma . Am c
Allah yataya ma
Duk Wannan bashin da akaci babu abinda talaka yaji ko ya gani na jin dadin rayuwa kullum wahala kara hawa
Hmmm wani cakwakiyya sai a Nigeria"
1646,-4," da ace SARS yan arewa take kashewa Wallahi ba xa"
1647,6,"a maida han
Allah yasa agama lafiya
... Da cara"
1648,0," ko ana muzuru ana shaho sai yayi.
Ba'aso bane
Maganar da shik karibullah watoh maulana ya fada gaskiyace rashi fahimtane namutane
... Mabudin ilimi.
... Bai ga gari ba.
Alhamdulillah. Allah ya amince.
Masha Allah
Idan bakasan gari ba ka saurari daga
Anzo wajen"
1649,-4,"sun fara Dan halin kenan.
Da chara
Masha Allah
Saurari daka
dama sun saba
A edo fa me akace. Wan nan zancen batushe balantana makama Up apce
Mtsss Allah yayi wadaran naka ya lalace tin yaushe Ake Banditry A Arewa cin Nigeria Ake kashe mu
Suwa keyin zargin? Bai wuce PDP. Kuma duk halinsu daya. Kowa yanayi a inda ya samu dama. Inda bai samu dama ba saiya yi korafi.
Kaji wani magana kuma d
: Ba abinda ba zasu iya aikatawa ba Wlh kuwa. But we keep on
Akwai Allah
Ba abinda ba zasu iya aikatawa ba Wlh kuwa. But we keep on
Subhanailla Ya Allah kana ganine
Sunchi zabe kenan tunda haka ankayi a Edo ankache anazargin PDP dasayen kuri'un zabe saigasu sukachi za
Basabanba
Allah ya bayyana gaskia lamarin
Say
Allah sarki talaka
To Allah"
1650,8," Yasa hakan
Haka yaki ?????
Allah ya ba me rabo saa
Allah yasa ayi lafiya agama lafiya duk wanda zai zame musu mafi alheri ko Dan wacce jam"
1651,4,"iyya ne Allah yabashi
Toh zaidauke yanzu yanzu in sha allahu
Ya Allah yasa a gama saa Kuma Allah yasa muci nasara
Innalillah Allah ya sawaka
Ya Allah ka mai da shuma gaban nin mu adalai ko dan a daina satar garin tuwo daga kasa mai arzikin man fetur a duniya
Saurari awon daka
To"
1652,3," shike jefa mutum riji maana gaggawa ita ke jefa mutum ga halaka
Malam Buhari mai labarai kala kala fada ba cikawa. In har zaa yi abu shiru ake sai an ware kudin kamar w
Zakaran da Allah ya nufa da Chara sai yayi

Bamaso aje akai daura
Munakira ga gwamnatin tareyya akana tamaida hankali kan aluma kada sutada hankali ko makamancin haka
Allah yasa muji alheri
Saurari dakan Maza
Fatan alkhairi
Ya a keciki gameda gyaranwutat manbila jahar taraba
Allah ya taimaka
Allah ya baiwa Mai Gaskiya Nasara
Eh harda dai bayahude ne zuckerberg mai Facebook amma ya kyauta da yaki
Balbela ta ke da farin ta.
Hmmm ba giri girin ba tayi mai
Allah ya bada sa a
Abun da yake damun mu a arewa kenan ba zaben ondo ba.
To allah yasa muji alheri
Allah yasawa zaben albarka
Duk wadda baa so in Allah ya sa shi be toh me zai samu maanar karin maga nar kenan
Allah ya kyauta ya saada mu alkhairi n dake ciki
Alasa awanye iafiya
Ka Saurari daka
Allah ya arzurci kasar Nigeria da arzikin da ba sai tai rance ba"
1653,26," amma rabon da wutar lantarki ta tsaya t
Allah yasa muji alheri
Saurari daka
Saurari daka
Ana nufin duk abin da Allah ya nufa zaka sai Kati
Ko ana Muzuru ana Shaho sai yayi cara
A sau rari daka
Let's get jegede elected.
Ko ana muzuru ana shaho sai yayi
Allah ya kyauta to Ka zauna kayita jibgar kanka
Zakaran da allah yanufa da chara ko gidan da muzurai da shirwa da shahohi se yayi chara yatada mutane sal
Saurari kida
Allah yasa hukumar za6e tayi Adalci wajen bayyana sakamako za6en
Shi ake yankawa a sallah.
Allah yasa agama lfy
Karyar banza mungaji da gafara sa.???
Allah yasa ayi lapiya akare lapiya
Allah yabawa merabo sa'a
Allah yasa ayi lpy a Gama lpy Amin summa Amin
Saurari Daka
Allah yasa ayi lfy kuma a gama lfy
Allah ya sa a kammala shi lafiya
Allah yasa ayi lfy
Allah ya taimaka
Hakane nasara tamice in sha allah
Duk abinda Allah ya nufa da bawansa sai ya sameshi komai wahala
Balbela take da halinta
Allah ne zai saaka Mana"
1654,3," kullum saidai kaganshi a rubuche kamar dagaske. Suyi tayi"
1655,3," akwai inda kudi da mulki bazaiyi amfane su ba.
Komai zaayi a ruka tuna Allah sai aci nasara"
1656,-3,"yan SARS yan Nigeria ne kuma yayan talakawan Nigeri u
Saurari daka
Hmm wani abu sai kasata Nigeria"
1657,0," inada yakini cewa da mu yan Arewa wannan SARS suke kashewa wlh
Ada kenan amma yanzu sai anbiya inkai talakane sai anhadama da duka ma zaka sauka
Abunda make nufi dashi shine: Idan Allah ya nufeka da yin wani Abu musamman ma ta fannin cigaban kanka ko
KO zanke masa kai akayi "
1658,11," SAI YAYI
Sannuku da aiki
Ko Ana muzuru"
1659,2,"ko Ana shaho"
1660,0,"sai ya Kai badi
Allah wadaran naka ya lalace ! Tun ina ganin cewa daya muke dasu kuma kasa daya"
1661,3," amma ku duba irin wulaka
Toh wai miyasa sai kudu ake jin tsakanin SARS da al'umma?"
1662,-1," miyasa anan arewa ba'a jinmu dasu?"
1663,-2," s
Allah ya kawo muku mafita"
1664,-5," ya kuma basu ikon gyarawa da taimakawa 'yan arewacin Najeriya a yankin su. Am
Ko ana mazuru ana shaho sai yayi. (Dukkan abin da Allah ya kaddare ka da kasamu ko ka rasa sai ya faru.
wannan damuwar ku ce ku kuka kir kiri abar ku ke wasa da hankalin duniya domin tada komadar tattalin arzi
Allah mun gode da sunnah"
1665,-1," ka dobu irin wannan iskanci da sunan addini. Wa yasa ka"
1666,3," a ina ka samu?
Ko nan muzuru ana shaho sai yayi
Allah ya sawake"
1667,-8,"ya kawo mana karshin wannan masifa
Iska na wahalar da me kayan Kara"
1668,-1," Allah ya dauwamar damu akan dede yasa mu mutu a dede... Amma kam akwai matsala
Zakaran da Allah ya nufa da chara sai yayi
Da cara kona ha maza ha mata sai yayi
Anci yan biafra kenan?
Idan bakasan gariba ( ka saurari daka)
Ko ana muzuru ana shiho
Fatan alheri gareku
Wannan baqar rigar suka sa ko"
1669,1," ai indai kana son dangashi to dakazo kan wannan shegiyar rigar anqure
Muna roko Allah ya dafa muna
Saurari daka haka yake wannan
Balbela take tashi
...mun barwa God kawai
Masha allah allah kyauta
Masha allah
: Nikam meyasa bbc baku tambayesu ba Shin Manzon Allah S.A.W yayi wannan zikiri da suke haka na numfashi?
Su bar shi ya karasa mana"
1670,5," sati nawa neh
: Nikam meyasa bbc baku tambayesu ba Shin Manzon Allah S.A.W yayi wannan zikiri da suke haka na numfashi?
Karyar banza kai kokari ka gama mama titi kano to abuja ma abu ya gagara.
Da caara sai ya yi
Allah yabata
Saurari daka
Nikam meyasa bbc baku tambayesu ba Shin Manzon Allah S.A.W yayi wannan zikiri da suke haka na numfashi?
Bazaa yankashi da wuri ba
Allah shi kyauta
In bakasan gariba saurari daka
........ Saurari daka.
Baba fara bamu girki xa mufi gane komae yadda ya kamata
Zakaran da Allah ya nfs da chara ko ana muzuru ana shaho sai yayi Abin nufi shine mutumin da ake masa
Ka saurari daka
Ya Allah kabani abinyin aure inyi in huta da kadaici amin
Bakomai
Me za ayi da triliyan Dan Allah. Ba abinda muke gani"
1671,2," se dai aje ayi ta lodo Mana bashi. To wallahi akwai Allah.
: Ko ana muzuru ana shaho sai ya Kai"
1672,-6," Zakaran Da Allah ya nufa da cara shine kamar mutumin da yake cikin talauchi r
Sai ka kunna map
Allah ya kyauta
Hmm allah ya kyauts
Lokacin da yake SARS a kano akwai matashin da ake zargin sa da kashe wa ina wannan m
bbc hausa mu a yankinmu na Kidandan ward giwa local government area kaduna state 'yan ta adda ba C0
Ba garanbawul yan Nageriya ke bukataba"
1673,9," a rushe SARS ne gaba ki daya. Kamata yayi su rinka kamaw c
: zamu rama dama ita kallon kafa ta gaji haka kaci a cika
zamu rama dama ita kallon kafa ta gaji haka kaci a cika
.....ko ana mazuru"
1674,20," ana shaho Sai yayi.
Allah yah qara
Dan allah yan sanda sudaina chinhanci koina sune akan hanya sai direba yabasu naira kuma sukarba
Muhammad buhari
Alhamdulillah Allha
Wai wannan bawan Allah ya Dena saka takunkumine?
Aidole yayi magana tunda SARS suntaba mutanen kudu da mutanen arewa ne yan uwansa da ko a jikinsa wlh
Saurari daka
Duk abunda Allah yakaddara maka zaifaru da kai babu mai kareka
Ko ana masuru Ana Shaho sai yayi
Amma kuwa reaching din da nayi nasu nasara sosai wllh A karshin reach din na gaskiya na samu saa Kuwa w

Tabbas wllh ni Kai na nasan dalilin da yasa cin hanci baza a iya Gama da shi lokaci daya Dalilin shine d 8
Abinda ake nufi shine:
Abun bai yi dadi ba"
1675,2," bamu da coach
Allah taimaki shugaba Buhari DA wanga qoqari dayake
Kasaurari daka
Saurari daka
daman idan kaji wani ai saidai a Nigeria Allah ya'isa wai ahaka mahaukata suke murnar samun 'yanci
KO Ana muzuru Ana shaho sai yayi"
1676,23,"Ana nufin idan Allah yaga damar baka Abu b Wanda y isa y hanaka.
Masha Allah
Maxa ga watah fah wannan saii daii Allah kawoh musu sauki
Idan Allah ya nufe ka da samun wani abu ba Mai iya canzawa
Masha allah ya Allah yakara
Injin dai mahrez yaci Nigeria
Allah ya ka wo sauki komai Niger
Wannan yyi daidai duba da yadd suke take ncin yan kasa da muzanta wayanda basuji basu ganiva
To Allah yasa mu dace Amman dai aduba abinda yafi muhimmamci
Allah ya tabbatadda alheri
Shine Buhari
Sai ya shiga cikin tukunya
Gsky dae abin ba dadi yakamata asake shiri
Ya za'ayi ! Ka zama tarihi a rayuwarka ta kwallon kafa
Abun dai bada di
Tayi kyew gaskiya...
Gaskia har yanzu Yan Nigeria basu iya ball ba"
1677,4," ai ba da kafa ake bugawa ba. Suna buga long ball din da ba
Ayidai mugani
Maras mariya
Wannan kuma ruwanku
Yayi daidai
Miyahana ayimaku a zangon farko"
1679,2," kar kukoma sake zabensu
Muna bukatar aikii saboda akwai haifufu yan Arewa a jihar wayanda suka yi karatu Boko Har Jamia "
1680,2," Kuma talafi ga masu sana'a.
Ko ana Mazuru ana shaho sai yayi "
1681,14,"wato Wanda Allah yayi Mashi niyar samun wani abu sai yasamu ko sai yakai
Bidi'ah a ne wannan baya da Asalin a cikin qurani koh hadisan manzo Allah
Ka tambayi D an gari
Allah yayi sauki
Bidi'a da dadi take. Allah kasa mucika da imani.
Idan baka San gari ba to Saurari daka
Ko Ana muzuru Ana shawo Sai yayi.
Wayyo cikina
Wacce sudan din?
Allah yasa tacinye Isra'ila gaba daya
Toh"
